filename,class,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,zcr,f0_mean,energy
stuttered_1.mp3,stuttering,-662.5977588523,-1654.45258010335,0.20598159545442,-0.00913531778186486,0.0689879640472947,0.121339547976167,0.0500934674314275,-0.045235513974774,-0.0192456088225908,0.0292479487440617,0.000576939023135009,-0.0712638327835556,-0.0613805897606041,0.00797218809337652,488.321220057416,0.12276166934573
stuttered_10.mp3,stuttering,-640.530656634621,-1600.08677882608,0.333686576869881,0.0685208619281258,0.0142460212064177,0.0200735340753045,0.0982032847677366,0.135284017796272,0.122411513967722,0.0396622164152825,-0.0266411881458768,-0.0529013245830549,-0.012079221484083,0.010905851989003,478.52777877092,0.149817317313728
stuttered_2.mp3,stuttering,-645.739709008342,-1612.9602952543,0.249597478810835,0.072817899323754,0.121604141885013,0.114949655790416,0.0389465241676274,0.0213930745072763,0.0778972900315339,0.0417701164910851,-0.020616237646174,-0.00307750438947152,0.035859392623488,0.0101586348396137,479.39456434722,0.176255910542363
stuttered_3.mp3,stuttering,-602.833560963809,-1660.23073740447,-0.162918672827942,0.327671005246049,-0.133682814864164,0.17496291772119,-0.0703372668706813,0.102420407487759,-0.0329734081802068,0.0513410386089191,0.00923568855467535,0.00554217454382943,0.0424769408524071,0.0418821591387963,455.948258022261,0.115452414806442
stuttered_4.mp3,stuttering,-474.004718154412,-1311.66592320817,-0.39040468130703,0.719404106192179,0.00364228906671223,0.386469206340417,0.168999015467683,0.178935489583726,0.282119710196936,0.0432329494777411,0.341210419597169,-0.0420801230939235,0.346025886603692,0.0959494625224962,423.984331351288,0.271038323738166
stuttered_5.mp3,stuttering,-585.099896830629,-1612.23286383113,-0.219466471643362,0.342649792686797,-0.136437175160132,0.153980972271846,-0.192165976127865,0.0130640006119424,-0.231787426510555,-0.0507279550752951,-0.200713734843272,-0.0297524682602261,-0.102994223328406,0.0509204422070872,483.941949495626,0.203557275791749
stuttered_6.mp3,stuttering,-665.217050729843,-1829.15320338052,0.038302042859273,0.0706932217397271,0.0136156316963981,0.00137993231980094,-0.0372433207310893,-0.0467964137367212,-0.0650929185175384,-0.0606081576371172,-0.0586327303355981,-0.0399044895320085,-0.0233307013315684,0.023036100011732,486.718759119798,0.113872558978261
stuttered_7.mp3,stuttering,-523.581069944519,-1444.64183203146,0.730733892548754,-0.417293944015056,-0.333853540322405,-0.0663439555772602,0.262081489015152,0.249217197928674,0.031830146598165,-0.191476319929058,-0.173113144398034,0.00237411041411424,0.142084752433064,0.0285895346731849,465.618898727386,0.153816563830218
stuttered_8.mp3,stuttering,-647.703945130238,-1617.58374337159,0.273513784395444,0.058236433040004,0.0103975577306567,0.0335974866888486,0.0989932929948722,0.11315068211052,0.0629904339874779,-0.0220671728332271,-0.0547775616734443,-0.0293546816851775,0.0272538784779588,0.00889413091211204,481.862260710244,0.0898466810814516
stuttered_9.mp3,stuttering,-635.344891070792,-1587.36664216237,0.384469334562867,0.0468393132275128,0.0171184747854557,0.0932561245437191,0.160933178726886,0.10246361825055,-0.0142853442323358,-0.100441505950769,-0.0702138369813181,-0.00795463347351458,0.019589103819819,0.0128314478960915,482.36099157862,0.160080527386384
